chr	start	end	ATAC
chr17	2723600	2723800	U
chr17	2724000	2724200	U
chr17	2724200	2724400	U
chr17	2724600	2724800	B
chr17	2724800	2725000	B
chr17	2728800	2729000	U
chr17	2729800	2730000	U
chr17	2730600	2730800	U
chr17	2730800	2731000	U
chr17	2731000	2731200	U
chr17	2731200	2731400	U
chr17	2731400	2731600	U
chr17	2731600	2731800	U
chr17	2732200	2732400	U
chr17	2735000	2735200	U
chr17	2737000	2737200	U
chr17	2737200	2737400	U
chr17	2737800	2738000	U
chr17	2745200	2745400	U
chr17	2745400	2745600	U
chr17	2745600	2745800	U
chr17	2747000	2747200	U
chr17	2747200	2747400	U
chr17	2748600	2748800	U
chr17	2748800	2749000	U
chr17	2749000	2749200	U
chr17	2749200	2749400	U
chr17	2749800	2750000	B
chr17	2751000	2751200	U
chr17	2755800	2756000	U
chr17	2756000	2756200	U
chr17	2756200	2756400	U
chr17	2756400	2756600	U
chr17	2763000	2763200	U
chr17	2770200	2770400	U
chr17	2770400	2770600	U
chr17	2771200	2771400	U
chr17	2776400	2776600	U
chr17	2776600	2776800	U
chr17	2777000	2777200	U
chr17	2777200	2777400	U
chr17	2777400	2777600	U
chr17	2777600	2777800	U
chr17	2778200	2778400	U
chr17	2778400	2778600	U
chr17	2779600	2779800	U
chr17	2779800	2780000	U
chr17	2780400	2780600	U
chr17	2780600	2780800	U
chr17	2781000	2781200	U
chr17	2781200	2781400	U
chr17	2782000	2782200	U
chr17	2782200	2782400	U
chr17	2784600	2784800	U
chr17	2784800	2785000	U
chr17	2786400	2786600	B
chr17	2790600	2790800	U
chr17	2792600	2792800	U
chr17	2792800	2793000	U
chr17	2794200	2794400	U
chr17	2794400	2794600	U
chr17	2794600	2794800	U
chr17	2795400	2795600	U
chr17	2795600	2795800	U
chr17	2795800	2796000	U
chr17	2796000	2796200	U
chr17	2796200	2796400	U
chr17	2796400	2796600	U
chr17	2796600	2796800	U
chr17	2797200	2797400	U
chr17	2797400	2797600	U
chr17	2797600	2797800	U
chr17	2797800	2798000	U
chr17	2798000	2798200	U
chr17	2798400	2798600	U
chr17	2799200	2799400	U
chr17	2799800	2800000	U
chr17	2800000	2800200	U
chr17	2800400	2800600	U
chr17	2800600	2800800	U
chr17	2802200	2802400	U
chr17	2803000	2803200	U
chr17	2804600	2804800	U
chr17	2807200	2807400	U
chr17	2808400	2808600	U
chr17	2808600	2808800	U
chr17	2808800	2809000	U
chr17	2809000	2809200	U
chr17	2809200	2809400	U
chr17	2809400	2809600	U
chr17	2809600	2809800	U
chr17	2809800	2810000	U
chr17	2810000	2810200	U
chr17	2812200	2812400	B
chr17	2812400	2812600	B
chr17	2814400	2814600	U
chr17	2814600	2814800	U
chr17	2814800	2815000	U
chr17	2815800	2816000	U
chr17	2816000	2816200	U
chr17	2822000	2822200	U
chr17	2823200	2823400	U
chr17	2823400	2823600	U
chr17	2823600	2823800	U
chr17	2827800	2828000	U
chr17	2828600	2828800	B
chr17	2829400	2829600	U
chr17	2829600	2829800	U
chr17	2834000	2834200	U
chr17	2834200	2834400	U
chr17	2835800	2836000	U
chr17	2841800	2842000	U
chr17	2842000	2842200	U
chr17	2842600	2842800	U
chr17	2843600	2843800	U
chr17	2843800	2844000	U
chr17	2844400	2844600	U
chr17	2844600	2844800	U
chr17	2844800	2845000	U
chr17	2847400	2847600	U
chr17	2847600	2847800	U
chr17	2847800	2848000	U
chr17	2848000	2848200	U
chr17	2848200	2848400	U
chr17	2849000	2849200	B
chr17	2849400	2849600	U
chr17	2849600	2849800	U
chr17	2851400	2851600	U
chr17	2852000	2852200	U
chr17	2853000	2853200	U
chr17	2853400	2853600	U
chr17	2853600	2853800	U
chr17	2853800	2854000	U
chr17	2854000	2854200	U
chr17	2854200	2854400	U
chr17	2854400	2854600	U
chr17	2854600	2854800	U
chr17	2854800	2855000	U
chr17	2855000	2855200	U
chr17	2856600	2856800	U
chr17	2856800	2857000	U
chr17	2857000	2857200	U
chr17	2857200	2857400	U
chr17	2857400	2857600	U
chr17	2857600	2857800	U
chr17	2860200	2860400	U
chr17	2862000	2862200	U
chr17	2863200	2863400	U
chr17	2864600	2864800	U
chr17	2865200	2865400	U
chr17	2865400	2865600	U
chr17	2865600	2865800	U
chr17	2865800	2866000	U
chr17	2867800	2868000	U
chr17	2869600	2869800	U
chr17	2869800	2870000	U
chr17	2874400	2874600	U
chr17	2874600	2874800	U
chr17	2878400	2878600	U
chr17	2883000	2883200	U
chr17	2883200	2883400	U
chr17	2883800	2884000	U
chr17	2884000	2884200	U
chr17	2885400	2885600	U
chr17	2885600	2885800	U
chr17	2885800	2886000	U
chr17	2886600	2886800	U
chr17	2889400	2889600	U
chr17	2890400	2890600	U
chr17	2893600	2893800	U
chr17	2893800	2894000	U
chr17	2894600	2894800	U
chr17	2894800	2895000	U
chr17	2896000	2896200	U
chr17	2896200	2896400	U
chr17	2896600	2896800	U
chr17	2896800	2897000	U
chr17	2898400	2898600	U
chr17	2900000	2900200	U
chr17	2901000	2901200	U
chr17	2901200	2901400	U
chr17	2903000	2903200	U
chr17	2903200	2903400	U
chr17	2903600	2903800	U
chr17	2903800	2904000	U
chr17	2904000	2904200	U
chr17	2904200	2904400	U
chr17	2905200	2905400	U
chr17	2905400	2905600	U
chr17	2905600	2905800	U
chr17	2905800	2906000	U
chr17	2906200	2906400	U
chr17	2906400	2906600	U
chr17	2906600	2906800	U
chr17	2909600	2909800	U
chr17	2909800	2910000	U
chr17	2910400	2910600	U
chr17	2911200	2911400	U
chr17	2911400	2911600	U
chr17	2911800	2912000	U
chr17	2912000	2912200	U
chr17	2912400	2912600	U
chr17	2912600	2912800	U
chr17	2916800	2917000	U
chr17	2919000	2919200	U
chr17	2919200	2919400	U
chr17	2920800	2921000	U
chr17	2922600	2922800	U
chr17	2924200	2924400	U
chr17	2924600	2924800	U
chr17	2924800	2925000	U
chr17	2925000	2925200	U
chr17	2925600	2925800	U
chr17	2926200	2926400	U
chr17	2927800	2928000	U
chr17	2928000	2928200	U
chr17	2928400	2928600	U
chr17	2928600	2928800	U
chr17	2929600	2929800	U
chr17	2929800	2930000	B
chr17	2930000	2930200	B
chr17	2930200	2930400	B
chr17	2930400	2930600	B
chr17	2931400	2931600	U
chr17	2931600	2931800	U
chr17	2931800	2932000	U
chr17	2932000	2932200	U
chr17	2932200	2932400	U
chr17	2933800	2934000	U
chr17	2937200	2937400	U
chr17	2937400	2937600	U
chr17	2937600	2937800	U
chr17	2937800	2938000	U
chr17	2938400	2938600	U
chr17	2939400	2939600	U
chr17	2939600	2939800	U
chr17	2939800	2940000	U
chr17	2940000	2940200	U
chr17	2940200	2940400	U
chr17	2940400	2940600	U
chr17	2940600	2940800	U
chr17	2940800	2941000	U
chr17	2947800	2948000	U
chr17	2948200	2948400	U
chr17	2949000	2949200	U
chr17	2949800	2950000	U
chr17	2956200	2956400	U
chr17	2956400	2956600	U
chr17	2956600	2956800	U
chr17	2957200	2957400	U
chr17	2957400	2957600	U
chr17	2957600	2957800	U
chr17	2957800	2958000	U
chr17	2958800	2959000	U
chr17	2959000	2959200	U
chr17	2959200	2959400	U
chr17	2962600	2962800	U
chr17	2962800	2963000	U
chr17	2963000	2963200	U
chr17	2963200	2963400	U
chr17	2963400	2963600	U
chr17	2963600	2963800	U
chr17	2963800	2964000	U
chr17	2964400	2964600	U
chr17	2964600	2964800	U
chr17	2965400	2965600	U
chr17	2965600	2965800	U
chr17	2966400	2966600	U
chr17	2966600	2966800	U
chr17	2966800	2967000	U
chr17	2967600	2967800	U
chr17	2967800	2968000	U
chr17	2968000	2968200	U
chr17	2979200	2979400	U
chr17	2980400	2980600	U
chr17	2981200	2981400	U
chr17	2981400	2981600	U
chr17	2981600	2981800	U
chr17	2981800	2982000	U
chr17	2982600	2982800	U
chr17	2982800	2983000	U
chr17	2983000	2983200	U
chr17	2983200	2983400	U
chr17	2983400	2983600	U
chr17	2983600	2983800	U
chr17	2984800	2985000	U
chr17	2985000	2985200	U
chr17	2985200	2985400	U
chr17	2986000	2986200	U
chr17	2986200	2986400	U
chr17	2986600	2986800	U
chr17	2991200	2991400	U
chr17	2991400	2991600	U
chr17	2994400	2994600	U
chr17	2994600	2994800	U
chr17	2995400	2995600	U
chr17	2996000	2996200	U
chr17	2996200	2996400	U
chr17	2996400	2996600	U
chr17	2997200	2997400	U
chr17	2997400	2997600	U
chr17	2998000	2998200	U
chr17	2998200	2998400	U
chr17	2998400	2998600	U
chr17	2999000	2999200	U
chr17	3002400	3002600	U
chr17	3003400	3003600	U
chr17	3004200	3004400	U
chr17	3004400	3004600	U
chr17	3005400	3005600	U
chr17	3005600	3005800	U
chr17	3005800	3006000	U
chr17	3007400	3007600	U
chr17	3007600	3007800	U
chr17	3007800	3008000	U
chr17	3008000	3008200	U
chr17	3008200	3008400	U
chr17	3008400	3008600	U
chr17	3009600	3009800	U
chr17	3010600	3010800	U
chr17	3011400	3011600	U
chr17	3012000	3012200	U
chr17	3012800	3013000	B
chr17	3013000	3013200	B
chr17	3013200	3013400	B
chr17	3013400	3013600	B
chr17	3015200	3015400	U
chr17	3016200	3016400	U
chr17	3016400	3016600	U
chr17	3017000	3017200	U
chr17	3017200	3017400	U
chr17	3017400	3017600	U
chr17	3018000	3018200	U
chr17	3018200	3018400	U
chr17	3018400	3018600	U
chr17	3019600	3019800	U
chr17	3019800	3020000	U
chr17	3020200	3020400	U
chr17	3020400	3020600	U
chr17	3020600	3020800	U
chr17	3025400	3025600	U
chr17	3025600	3025800	U
chr17	3025800	3026000	U
chr17	3026000	3026200	U
chr17	3026200	3026400	U
chr17	3026600	3026800	U
chr17	3026800	3027000	U
chr17	3027000	3027200	U
chr17	3029200	3029400	U
chr17	3029400	3029600	U
chr17	3029600	3029800	U
chr17	3030800	3031000	U
chr17	3031000	3031200	U
chr17	3032400	3032600	U
chr17	3032600	3032800	U
chr17	3032800	3033000	U
chr17	3033000	3033200	U
chr17	3033200	3033400	U
chr17	3033400	3033600	U
chr17	3033600	3033800	U
chr17	3033800	3034000	U
chr17	3034000	3034200	U
chr17	3034200	3034400	U
chr17	3034400	3034600	U
chr17	3034600	3034800	U
chr17	3035000	3035200	U
chr17	3035200	3035400	U
chr17	3035400	3035600	U
chr17	3035600	3035800	U
chr17	3035800	3036000	U
chr17	3036000	3036200	U
chr17	3036400	3036600	U
chr17	3036600	3036800	U
chr17	3036800	3037000	U
chr17	3037000	3037200	U
chr17	3037200	3037400	U
chr17	3040800	3041000	U
chr17	3041000	3041200	U
chr17	3041200	3041400	U
chr17	3041400	3041600	U
chr17	3041600	3041800	U
chr17	3043000	3043200	U
chr17	3043200	3043400	U
chr17	3048600	3048800	B
chr17	3048800	3049000	B
chr17	3049000	3049200	B
chr17	3049200	3049400	B
chr17	3049800	3050000	U
chr17	3050000	3050200	U
chr17	3050800	3051000	U
chr17	3051400	3051600	U
chr17	3058600	3058800	U
chr17	3058800	3059000	U
chr17	3059000	3059200	U
chr17	3059200	3059400	U
chr17	3059400	3059600	U
chr17	3059600	3059800	U
chr17	3062000	3062200	U
chr17	3062200	3062400	U
chr17	3062400	3062600	U
chr17	3062600	3062800	U
chr17	3062800	3063000	U
chr17	3063000	3063200	U
chr17	3063200	3063400	U
chr17	3063400	3063600	U
chr17	3063600	3063800	U
chr17	3063800	3064000	U
chr17	3064000	3064200	U
chr17	3064600	3064800	U
chr17	3064800	3065000	U
chr17	3065000	3065200	U
chr17	3065600	3065800	U
chr17	3070000	3070200	U
chr17	3070400	3070600	U
chr17	3071200	3071400	U
chr17	3071400	3071600	U
chr17	3071600	3071800	U
chr17	3072200	3072400	U
chr17	3072400	3072600	U
chr17	3072800	3073000	U
chr17	3073400	3073600	U
chr17	3073600	3073800	U
chr17	3091600	3091800	U
chr17	3092000	3092200	U
chr17	3092200	3092400	U
chr17	3092400	3092600	U
chr17	3092600	3092800	U
chr17	3092800	3093000	U
chr17	3093000	3093200	U
chr17	3093200	3093400	U
chr17	3093800	3094000	U
chr17	3102200	3102400	U
chr17	3102800	3103000	U
chr17	3103000	3103200	U
chr17	3104200	3104400	U
chr17	3105000	3105200	U
chr17	3110400	3110600	U
chr17	3111000	3111200	U
chr17	3111200	3111400	U
chr17	3114000	3114200	U
chr17	3114600	3114800	U
chr17	3116400	3116600	U
chr17	3116600	3116800	U
chr17	3116800	3117000	U
chr17	3117000	3117200	U
chr17	3117200	3117400	U
chr17	3117400	3117600	U
chr17	3118000	3118200	U
chr17	3118800	3119000	U
chr17	3123800	3124000	U
chr17	3125400	3125600	U
chr17	3125600	3125800	U
chr17	3125800	3126000	U
chr17	3126000	3126200	U
chr17	3126200	3126400	U
chr17	3126400	3126600	U
chr17	3126600	3126800	U
chr17	3126800	3127000	U
chr17	3127000	3127200	U
chr17	3127200	3127400	U
chr17	3127400	3127600	U
chr17	3127800	3128000	U
chr17	3131600	3131800	U
chr17	3131800	3132000	U
chr17	3132000	3132200	U
chr17	3132600	3132800	U
chr17	3133400	3133600	U
chr17	3133600	3133800	U
chr17	3133800	3134000	U
chr17	3134400	3134600	U
chr17	3134600	3134800	U
chr17	3134800	3135000	U
chr17	3135000	3135200	U
chr17	3136200	3136400	U
chr17	3136800	3137000	U
chr17	3146200	3146400	U
chr17	3146400	3146600	U
chr17	3153800	3154000	U
chr17	3154000	3154200	U
chr17	3154200	3154400	U
chr17	3154400	3154600	U
chr17	3154600	3154800	U
chr17	3154800	3155000	U
chr17	3155000	3155200	U
chr17	3155200	3155400	U
chr17	3155400	3155600	U
chr17	3156000	3156200	U
chr17	3156200	3156400	U
chr17	3156400	3156600	U
chr17	3156600	3156800	U
chr17	3162800	3163000	U
chr17	3163000	3163200	U
chr17	3163200	3163400	U
chr17	3163400	3163600	U
chr17	3163600	3163800	U
chr17	3182600	3182800	U
chr17	3182800	3183000	U
chr17	3184600	3184800	U
chr17	3184800	3185000	U
chr17	3185000	3185200	U
chr17	3185400	3185600	U
chr17	3188000	3188200	U
chr17	3188200	3188400	U
chr17	3188800	3189000	U
chr17	3189600	3189800	U
chr17	3194000	3194200	U
chr17	3194200	3194400	U
chr17	3194400	3194600	U
chr17	3195400	3195600	U
chr17	3196800	3197000	U
chr17	3197200	3197400	U
chr17	3197400	3197600	U
chr17	3197600	3197800	U
chr17	3197800	3198000	U
chr17	3198000	3198200	U
chr17	3198200	3198400	U
chr17	3198400	3198600	U
chr17	3200000	3200200	U
chr17	3206200	3206400	U
chr17	3207200	3207400	U
chr17	3207400	3207600	U
chr17	3207600	3207800	U
chr17	3208400	3208600	U
chr17	3208600	3208800	U
chr17	3208800	3209000	U
chr17	3211000	3211200	U
chr17	3214600	3214800	U
chr17	3214800	3215000	U
chr17	3215400	3215600	U
chr17	3215600	3215800	U
chr17	3215800	3216000	U
chr17	3216000	3216200	U
chr17	3216200	3216400	U
chr17	3216400	3216600	U
chr17	3216600	3216800	U
chr17	3219800	3220000	U
chr17	3230600	3230800	U
chr17	3231200	3231400	U
chr17	3231800	3232000	U
chr17	3232000	3232200	U
chr17	3232200	3232400	U
chr17	3232400	3232600	U
chr17	3232600	3232800	U
chr17	3233600	3233800	U
chr17	3234200	3234400	U
chr17	3238600	3238800	U
chr17	3239200	3239400	U
chr17	3239400	3239600	U
chr17	3240200	3240400	U
chr17	3240400	3240600	U
chr17	3240600	3240800	U
chr17	3240800	3241000	U
chr17	3241000	3241200	U
chr17	3241200	3241400	U
chr17	3241400	3241600	U
chr17	3241600	3241800	U
chr17	3241800	3242000	U
chr17	3242000	3242200	U
chr17	3242200	3242400	U
chr17	3244400	3244600	U
chr17	3244600	3244800	U
chr17	3244800	3245000	U
chr17	3245000	3245200	U
chr17	3245200	3245400	U
chr17	3245400	3245600	U
chr17	3251000	3251200	U
chr17	3252200	3252400	U
chr17	3252800	3253000	U
chr17	3253200	3253400	U
chr17	3259800	3260000	U
chr17	3260000	3260200	U
chr17	3261600	3261800	U
chr17	3262000	3262200	U
chr17	3262200	3262400	U
chr17	3262400	3262600	U
chr17	3263400	3263600	U
chr17	3263600	3263800	U
chr17	3263800	3264000	U
chr17	3264600	3264800	U
chr17	3265200	3265400	U
chr17	3265400	3265600	U
chr17	3265600	3265800	U
chr17	3265800	3266000	U
chr17	3266000	3266200	U
chr17	3266200	3266400	U
chr17	3266400	3266600	U
chr17	3267800	3268000	U
chr17	3276400	3276600	U
chr17	3276600	3276800	U
chr17	3277400	3277600	U
chr17	3278000	3278200	U
chr17	3278200	3278400	U
chr17	3278400	3278600	U
chr17	3278600	3278800	U
chr17	3278800	3279000	U
chr17	3280000	3280200	U
chr17	3280600	3280800	U
chr17	3281600	3281800	U
chr17	3282600	3282800	U
chr17	3283600	3283800	U
chr17	3283800	3284000	U
chr17	3284000	3284200	U
chr17	3284200	3284400	U
chr17	3284400	3284600	U
chr17	3284600	3284800	U
chr17	3284800	3285000	U
chr17	3285000	3285200	U
chr17	3288000	3288200	U
chr17	3289400	3289600	U
chr17	3289600	3289800	U
chr17	3289800	3290000	U
chr17	3290000	3290200	U
chr17	3290200	3290400	U
chr17	3290400	3290600	U
chr17	3290600	3290800	U
chr17	3290800	3291000	U
chr17	3291200	3291400	U
chr17	3291400	3291600	U
chr17	3291600	3291800	U
chr17	3291800	3292000	U
chr17	3292000	3292200	U
chr17	3292200	3292400	U
chr17	3292400	3292600	U
chr17	3292600	3292800	U
chr17	3296800	3297000	U
chr17	3297000	3297200	U
chr17	3297200	3297400	U
chr17	3297400	3297600	U
chr17	3297600	3297800	U
chr17	3297800	3298000	U
chr17	3298000	3298200	U
chr17	3298200	3298400	U
chr17	3298400	3298600	U
chr17	3298600	3298800	U
chr17	3298800	3299000	U
chr17	3299000	3299200	U
chr17	3299200	3299400	U
chr17	3299400	3299600	U
chr17	3305400	3305600	U
chr17	3307400	3307600	U
chr17	3307600	3307800	U
chr17	3307800	3308000	U
chr17	3308000	3308200	U
chr17	3308200	3308400	U
chr17	3309400	3309600	U
chr17	3309600	3309800	U
chr17	3309800	3310000	U
chr17	3310000	3310200	U
chr17	3310200	3310400	U
chr17	3310400	3310600	U
chr17	3310600	3310800	U
chr17	3310800	3311000	U
chr17	3311000	3311200	U
chr17	3311200	3311400	U
chr17	3311400	3311600	U
chr17	3311600	3311800	U
chr17	3311800	3312000	U
chr17	3312000	3312200	U
chr17	3312200	3312400	U
chr17	3312400	3312600	U
chr17	3313000	3313200	U
chr17	3313200	3313400	U
chr17	3313400	3313600	U
chr17	3314000	3314200	U
chr17	3314200	3314400	U
chr17	3315800	3316000	U
chr17	3316000	3316200	U
chr17	3316200	3316400	U
chr17	3316400	3316600	U
chr17	3316800	3317000	U
chr17	3317000	3317200	U
chr17	3317200	3317400	U
chr17	3317800	3318000	U
chr17	3318000	3318200	U
chr17	3318200	3318400	U
chr17	3318400	3318600	U
chr17	3319000	3319200	U
chr17	3335400	3335600	U
chr17	3335800	3336000	U
chr17	3336000	3336200	U
chr17	3336400	3336600	U
chr17	3336800	3337000	U
chr17	3343400	3343600	U
chr17	3343600	3343800	U
chr17	3343800	3344000	U
chr17	3365000	3365200	U
chr17	3365200	3365400	U
chr17	3366000	3366200	U
chr17	3366200	3366400	U
chr17	3366400	3366600	U
chr17	3366600	3366800	U
chr17	3366800	3367000	U
chr17	3379200	3379400	U
chr17	3379400	3379600	U
chr17	3379600	3379800	U
chr17	3379800	3380000	U
chr17	3380000	3380200	U
chr17	3380200	3380400	U
chr17	3380400	3380600	U
chr17	3380600	3380800	U
chr17	3380800	3381000	U
chr17	3381000	3381200	U
chr17	3381200	3381400	U
chr17	3381400	3381600	U
chr17	3382000	3382200	U
chr17	3382200	3382400	U
chr17	3382400	3382600	U
chr17	3383600	3383800	U
chr17	3384200	3384400	U
chr17	3384400	3384600	U
chr17	3385800	3386000	U
chr17	3386000	3386200	U
chr17	3386200	3386400	U
chr17	3386400	3386600	U
chr17	3386600	3386800	U
chr17	3386800	3387000	U
chr17	3387000	3387200	U
chr17	3390600	3390800	U
chr17	3394400	3394600	U
chr17	3396200	3396400	U
chr17	3397200	3397400	U
chr17	3397400	3397600	U
chr17	3397600	3397800	U
chr17	3397800	3398000	U
chr17	3398000	3398200	U
chr17	3398200	3398400	U
chr17	3398400	3398600	U
chr17	3400400	3400600	U
chr17	3402000	3402200	U
chr17	3402200	3402400	U
chr17	3402400	3402600	U
chr17	3402600	3402800	U
chr17	3402800	3403000	U
chr17	3408800	3409000	U
chr17	3409000	3409200	U
chr17	3411000	3411200	U
chr17	3411200	3411400	U
chr17	3411800	3412000	U
chr17	3412000	3412200	U
chr17	3412200	3412400	U
chr17	3412400	3412600	U
chr17	3412600	3412800	U
chr17	3414600	3414800	U
chr17	3415000	3415200	U
chr17	3418600	3418800	U
chr17	3418800	3419000	U
chr17	3420400	3420600	U
chr17	3420600	3420800	U
chr17	3420800	3421000	U
chr17	3421000	3421200	U
chr17	3421200	3421400	U
chr17	3421400	3421600	U
chr17	3422000	3422200	U
chr17	3422200	3422400	U
chr17	3422400	3422600	U
chr17	3422600	3422800	U
chr17	3423400	3423600	U
chr17	3432800	3433000	U
chr17	3433000	3433200	U
chr17	3433200	3433400	U
chr17	3433600	3433800	U
chr17	3433800	3434000	U
chr17	3436400	3436600	U
chr17	3436600	3436800	U
chr17	3436800	3437000	U
chr17	3437400	3437600	U
chr17	3437600	3437800	U
chr17	3440000	3440200	U
chr17	3440200	3440400	U
chr17	3440400	3440600	U
chr17	3443200	3443400	U
chr17	3443400	3443600	U
chr17	3444800	3445000	U
chr17	3445000	3445200	U
chr17	3445200	3445400	U
chr17	3446400	3446600	U
chr17	3446600	3446800	U
chr17	3447400	3447600	U
chr17	3448600	3448800	U
chr17	3448800	3449000	U
chr17	3449000	3449200	U
chr17	3459800	3460000	U
chr17	3460000	3460200	U
chr17	3461400	3461600	U
chr17	3462000	3462200	U
chr17	3462200	3462400	U
chr17	3462400	3462600	U
chr17	3462600	3462800	U
chr17	3462800	3463000	U
chr17	3463000	3463200	U
chr17	3466000	3466200	U
chr17	3466200	3466400	U
chr17	3466400	3466600	U
chr17	3467000	3467200	U
chr17	3467200	3467400	U
chr17	3467400	3467600	U
chr17	3467600	3467800	U
chr17	3469200	3469400	U
chr17	3469400	3469600	U
chr17	3469600	3469800	U
chr17	3470200	3470400	U
chr17	3471600	3471800	U
chr17	3472000	3472200	U
chr17	3472200	3472400	U
chr17	3473200	3473400	U
chr17	3473800	3474000	U
chr17	3474000	3474200	U
chr17	3474200	3474400	U
chr17	3474400	3474600	U
chr17	3474600	3474800	U
chr17	3475200	3475400	U
chr17	3475400	3475600	U
chr17	3475600	3475800	U
chr17	3475800	3476000	U
chr17	3476000	3476200	U
chr17	3476200	3476400	U
chr17	3476600	3476800	U
chr17	3477200	3477400	U
chr17	3478400	3478600	U
chr17	3479800	3480000	U
chr17	3481200	3481400	U
chr17	3481400	3481600	U
chr17	3481600	3481800	U
chr17	3483200	3483400	U
chr17	3486600	3486800	U
chr17	3486800	3487000	U
chr17	3487200	3487400	U
chr17	3487400	3487600	U
chr17	3488000	3488200	U
chr17	3489200	3489400	U
chr17	3490400	3490600	U
chr17	3493000	3493200	U
chr17	3494800	3495000	U
chr17	3495000	3495200	U
chr17	3498800	3499000	U
chr17	3502600	3502800	U
chr17	3502800	3503000	U
chr17	3503000	3503200	U
chr17	3503400	3503600	U
chr17	3504000	3504200	U
chr17	3504200	3504400	U
chr17	3505400	3505600	U
chr17	3506200	3506400	U
chr17	3506400	3506600	U
chr17	3510200	3510400	U
chr17	3510400	3510600	U
chr17	3510600	3510800	U
chr17	3510800	3511000	U
chr17	3511600	3511800	U
chr17	3512200	3512400	U
chr17	3512400	3512600	U
chr17	3512600	3512800	U
chr17	3512800	3513000	U
chr17	3513000	3513200	U
chr17	3513200	3513400	U
chr17	3513400	3513600	U
chr17	3513600	3513800	B
chr17	3513800	3514000	B
chr17	3514600	3514800	U
chr17	3514800	3515000	U
chr17	3515000	3515200	U
chr17	3516400	3516600	U
chr17	3518600	3518800	U
chr17	3518800	3519000	U
chr17	3519000	3519200	U
chr17	3520200	3520400	U
chr17	3524200	3524400	U
chr17	3524400	3524600	U
chr17	3526800	3527000	U
chr17	3527000	3527200	U
chr17	3528000	3528200	U
chr17	3528200	3528400	U
chr17	3528400	3528600	U
chr17	3528800	3529000	U
chr17	3529000	3529200	U
chr17	3529800	3530000	U
chr17	3530000	3530200	U
chr17	3530400	3530600	U
chr17	3531200	3531400	U
chr17	3531400	3531600	U
chr17	3531600	3531800	U
chr17	3531800	3532000	U
chr17	3532000	3532200	U
chr17	3532400	3532600	U
chr17	3532800	3533000	U
chr17	3535600	3535800	B
chr17	3540200	3540400	U
chr17	3541400	3541600	U
chr17	3542400	3542600	U
chr17	3542600	3542800	U
chr17	3542800	3543000	U
chr17	3543000	3543200	U
chr17	3543400	3543600	U
chr17	3543600	3543800	U
chr17	3544400	3544600	U
chr17	3545200	3545400	U
chr17	3547000	3547200	U
chr17	3547800	3548000	U
chr17	3548000	3548200	U
chr17	3549000	3549200	U
chr17	3550200	3550400	U
chr17	3551000	3551200	U
chr17	3551200	3551400	B
chr17	3551400	3551600	B
chr17	3551600	3551800	U
chr17	3552600	3552800	U
chr17	3553600	3553800	U
chr17	3553800	3554000	U
chr17	3554400	3554600	U
chr17	3554600	3554800	U
chr17	3554800	3555000	U
chr17	3555600	3555800	U
chr17	3556600	3556800	U
chr17	3557000	3557200	B
chr17	3557200	3557400	B
chr17	3557600	3557800	B
chr17	3558600	3558800	U
chr17	3558800	3559000	U
chr17	3559000	3559200	U
chr17	3559200	3559400	U
chr17	3559400	3559600	U
chr17	3563400	3563600	U
chr17	3566600	3566800	U
chr17	3566800	3567000	U
chr17	3571400	3571600	U
chr17	3571600	3571800	U
chr17	3571800	3572000	U
chr17	3572000	3572200	U
chr17	3572200	3572400	U
chr17	3573200	3573400	U
chr17	3573800	3574000	U
chr17	3574400	3574600	U
chr17	3577000	3577200	U
chr17	3577200	3577400	U
chr17	3577400	3577600	U
chr17	3577600	3577800	U
chr17	3577800	3578000	U
chr17	3579200	3579400	U
chr17	3580400	3580600	U
chr17	3583200	3583400	U
chr17	3583400	3583600	U
chr17	3583600	3583800	U
chr17	3585800	3586000	U
chr17	3587200	3587400	U
chr17	3588200	3588400	U
chr17	3589600	3589800	U
chr17	3590000	3590200	U
chr17	3590200	3590400	U
chr17	3590400	3590600	U
chr17	3590600	3590800	U
chr17	3590800	3591000	U
chr17	3591200	3591400	U
chr17	3591400	3591600	U
chr17	3591600	3591800	U
chr17	3591800	3592000	U
chr17	3592000	3592200	U
chr17	3592200	3592400	U
chr17	3592400	3592600	U
chr17	3592800	3593000	U
chr17	3594400	3594600	U
chr17	3594600	3594800	U
chr17	3594800	3595000	U
chr17	3595400	3595600	U
chr17	3595600	3595800	U
chr17	3595800	3596000	U
chr17	3596000	3596200	U
chr17	3596400	3596600	U
chr17	3597000	3597200	U
chr17	3597200	3597400	U
chr17	3597400	3597600	U
chr17	3600800	3601000	U
chr17	3601000	3601200	U
chr17	3601200	3601400	U
chr17	3601400	3601600	U
chr17	3602200	3602400	U
chr17	3602400	3602600	B
chr17	3603200	3603400	U
chr17	3603800	3604000	U
chr17	3604800	3605000	U
chr17	3606600	3606800	U
chr17	3606800	3607000	U
chr17	3609400	3609600	U
chr17	3609600	3609800	U
chr17	3609800	3610000	U
chr17	3610000	3610200	U
chr17	3610200	3610400	U
chr17	3610400	3610600	U
chr17	3610600	3610800	U
chr17	3610800	3611000	U
chr17	3611000	3611200	U
chr17	3615200	3615400	U
chr17	3619200	3619400	U
chr17	3621000	3621200	U
chr17	3621200	3621400	U
chr17	3622200	3622400	U
chr17	3622400	3622600	U
chr17	3623200	3623400	U
chr17	3623400	3623600	U
chr17	3624000	3624200	U
